state,district,market,commodityGroup,commodity,variety,grade,arrivalDate,minPrice,maxPrice,modalPrice,arrivalQuantity,unit
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-12,2581,2747,2650,741,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Wheat,Dara,FAQ,2026-08-12,2103,2379,2256,385,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-12,1708,1931,1828,767,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-12,2552,2714,2621,96,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-13,1863,1964,1899,290,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-13,2558,2747,2666,479,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-13,2193,2319,2262,720,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-13,1862,2028,1951,336,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-13,1747,1877,1820,505,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-13,1887,1997,1956,710,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Maize,Yellow,FAQ,2026-08-13,1750,1885,1809,175,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-13,1827,2032,1949,661,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-13,2542,2731,2624,855,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-13,2108,2397,2267,262,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-13,1829,1992,1899,857,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-13,2518,2716,2631,306,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-13,1803,1966,1864,416,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-13,2541,2702,2612,321,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-13,2194,2353,2286,166,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-13,1799,1896,1859,657,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-13,2564,2728,2665,94,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-13,2582,2703,2625,540,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-14,1813,2012,1920,125,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-14,2518,2708,2601,331,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-14,1891,1991,1945,661,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-14,1758,1914,1854,490,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-14,2589,2714,2666,788,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-14,1829,2002,1916,897,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Maize,Yellow,FAQ,2026-08-14,1753,1943,1834,370,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-14,2585,2732,2661,206,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-14,1811,1960,1870,492,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-14,1794,1897,1833,619,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-14,2571,2771,2672,736,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-14,2145,2385,2272,788,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-14,1836,2026,1930,410,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-14,1764,1877,1809,722,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-14,2513,2744,2643,426,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-14,2135,2373,2248,876,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-14,1871,2048,1978,678,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-14,2577,2784,2677,79,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-14,2189,2397,2292,397,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-14,1823,1968,1911,723,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-14,1718,1944,1851,81,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-14,2567,2727,2651,479,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Wheat,Dara,FAQ,2026-08-14,2120,2347,2232,788,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-14,1872,2026,1934,103,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-14,1796,1929,1845,740,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-14,2556,2784,2677,547,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-15,1827,2046,1948,166,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-15,1714,1886,1817,548,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-15,2539,2705,2616,454,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-15,1826,1988,1900,835,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-15,1732,1887,1809,172,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-15,2595,2755,2666,182,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-15,2190,2329,2271,622,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-15,2594,2705,2656,69,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-15,2109,2340,2240,489,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-15,1890,2031,1966,346,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-15,1702,1891,1786,870,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-15,2188,2346,2252,497,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-15,1775,1901,1851,130,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-15,2539,2795,2668,276,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-15,2121,2309,2227,698,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-15,1865,1974,1921,409,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-15,1818,1982,1892,227,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-15,1898,2030,1975,525,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-16,2172,2382,2297,689,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-16,1880,1990,1924,500,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-16,1756,1930,1842,865,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-16,2507,2745,2638,125,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-16,2157,2304,2213,427,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-16,1711,1928,1837,569,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-16,2574,2770,2654,510,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-16,1824,1991,1925,537,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Maize,Yellow,FAQ,2026-08-16,1707,1907,1793,880,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-16,2191,2310,2262,711,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-16,1831,2040,1943,499,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-16,1778,1870,1827,431,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-16,2199,2343,2289,103,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-16,2512,2771,2645,340,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-16,2184,2377,2269,391,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-16,1884,1968,1928,367,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-16,2176,2390,2268,367,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-16,1882,1992,1925,736,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-16,1785,1904,1856,420,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-16,2539,2723,2624,399,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-17,1828,1967,1886,129,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-17,1800,1862,1843,839,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-17,2594,2767,2662,727,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-17,2198,2379,2276,661,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-17,1820,1973,1915,878,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-17,2146,2386,2261,504,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-17,2130,2339,2244,248,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-17,1873,2006,1948,837,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-17,1748,1914,1844,478,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-17,1732,1856,1804,430,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-17,2513,2791,2665,177,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-17,2197,2320,2255,510,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-17,1755,1861,1802,886,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-17,2544,2703,2629,104,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-17,2147,2330,2242,133,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-17,1803,1990,1882,781,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Wheat,Dara,FAQ,2026-08-17,2136,2360,2236,827,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-17,1700,1860,1761,312,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-17,2519,2770,2662,590,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-18,2199,2336,2262,358,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-18,1830,2003,1936,862,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-18,2563,2776,2683,66,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-18,1891,1968,1927,489,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-18,1745,1880,1828,476,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-18,2585,2710,2660,419,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-18,2167,2369,2280,855,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Maize,Yellow,FAQ,2026-08-18,1749,1910,1811,700,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-18,2547,2732,2620,415,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-18,1893,2034,1983,156,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-18,2105,2345,2239,396,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-18,1799,1937,1877,762,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-18,2523,2717,2604,783,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-18,1837,1975,1888,860,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-18,1705,1890,1796,577,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-18,2569,2760,2660,87,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-18,1845,2049,1930,721,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-18,1715,1897,1813,459,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-18,1823,2013,1929,426,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-18,2510,2793,2658,130,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-19,2123,2369,2244,378,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-19,1841,2034,1935,363,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-19,1791,1904,1837,756,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-19,2557,2705,2633,679,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-19,1807,1959,1903,465,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-19,1795,1936,1855,81,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-19,2577,2786,2689,85,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-19,2130,2399,2267,420,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-19,1872,1954,1931,207,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-19,2197,2309,2269,190,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-19,1850,1990,1917,305,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-19,2523,2763,2656,446,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-19,1899,1983,1949,269,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-19,2562,2725,2630,188,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-19,1891,2006,1933,879,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-19,2144,2390,2251,613,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-19,1838,1970,1924,228,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-19,2515,2725,2608,292,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-19,1870,2023,1949,528,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-19,2578,2711,2628,366,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-20,2191,2392,2301,588,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-20,1852,2023,1921,178,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-20,2187,2366,2278,181,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-20,2116,2355,2247,106,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Maize,Yellow,FAQ,2026-08-20,1738,1871,1794,380,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-20,2166,2336,2236,306,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-20,1870,1985,1915,690,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-20,1768,1861,1826,706,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-20,2574,2719,2636,724,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-20,1772,1855,1794,133,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-20,2582,2798,2706,321,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-20,1781,1853,1828,692,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-20,2582,2738,2670,300,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-20,1709,1938,1806,211,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-20,2561,2759,2653,398,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-20,1891,1990,1942,458,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-20,1747,1915,1846,158,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-20,2559,2715,2634,510,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-21,2112,2306,2207,443,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-21,1720,1891,1821,788,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-21,2597,2720,2669,577,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Wheat,Dara,FAQ,2026-08-21,2139,2363,2232,142,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-21,1730,1877,1820,411,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Jowar,White,FAQ,2026-08-21,2536,2763,2667,719,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-21,1801,1963,1889,187,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-21,1851,1956,1919,625,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-21,1770,1886,1812,445,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-21,2597,2770,2680,895,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-21,1712,1900,1809,863,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-21,2146,2396,2260,253,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-21,1705,1855,1762,190,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-21,1819,2027,1935,193,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-21,1778,1890,1824,452,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Bajra,Hybrid,FAQ,2026-08-21,1843,2014,1940,595,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-21,1772,1888,1840,885,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-21,2542,2786,2651,476,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-22,2192,2388,2310,77,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-22,1833,2033,1950,641,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Maize,Yellow,FAQ,2026-08-22,1706,1924,1825,224,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-22,2592,2779,2689,201,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Bajra,Hybrid,FAQ,2026-08-22,1873,2039,1943,245,Rs./Quintal
Gujarat,Anand,Borsad,Cereals,Maize,Yellow,FAQ,2026-08-22,1740,1903,1810,472,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-22,2199,2378,2298,803,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-22,2571,2741,2666,588,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Wheat,Dara,FAQ,2026-08-22,2122,2358,2254,400,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-22,1886,2048,1963,674,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-22,1731,1885,1823,355,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Jowar,White,FAQ,2026-08-22,2538,2798,2666,771,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-22,2190,2362,2276,541,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-22,1892,1985,1936,174,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-22,1769,1898,1838,888,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-22,2598,2718,2656,93,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-22,2191,2310,2252,502,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-22,2568,2734,2666,762,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Wheat,Dara,FAQ,2026-08-22,2113,2378,2262,295,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Bajra,Hybrid,FAQ,2026-08-22,1885,2017,1945,703,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Maize,Yellow,FAQ,2026-08-22,1712,1902,1808,784,Rs./Quintal
Gujarat,Surat,Surat,Cereals,Jowar,White,FAQ,2026-08-22,2587,2798,2680,55,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Maize,Yellow,FAQ,2026-08-22,1783,1910,1856,716,Rs./Quintal
Gujarat,Vadodara,Vadodara,Cereals,Jowar,White,FAQ,2026-08-22,2536,2741,2636,711,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Wheat,Dara,FAQ,2026-08-23,2198,2311,2270,287,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Bajra,Hybrid,FAQ,2026-08-23,1892,1954,1914,477,Rs./Quintal
Gujarat,Anand,Anand,Cereals,Jowar,White,FAQ,2026-08-23,2504,2750,2638,240,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Wheat,Dara,FAQ,2026-08-23,2172,2377,2260,393,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Bajra,Hybrid,FAQ,2026-08-23,1882,2019,1963,555,Rs./Quintal
Gujarat,Ahmedabad,Ahmedabad,Cereals,Jowar,White,FAQ,2026-08-23,2564,2759,2658,247,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Bajra,Hybrid,FAQ,2026-08-23,1893,2008,1946,785,Rs./Quintal
Gujarat,Ahmedabad,Dholka,Cereals,Maize,Yellow,FAQ,2026-08-23,1794,1893,1841,631,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Wheat,Dara,FAQ,2026-08-23,2178,2381,2284,896,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Bajra,Hybrid,FAQ,2026-08-23,1841,1961,1906,735,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Maize,Yellow,FAQ,2026-08-23,1717,1911,1814,304,Rs./Quintal
Gujarat,Rajkot,Rajkot,Cereals,Jowar,White,FAQ,2026-08-23,2549,2730,2647,821,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Wheat,Dara,FAQ,2026-08-23,2142,2338,2257,790,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Bajra,Hybrid,FAQ,2026-08-23,1833,2033,1936,759,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Maize,Yellow,FAQ,2026-08-23,1785,1865,1834,364,Rs./Quintal
Gujarat,Rajkot,Gondal,Cereals,Jowar,White,FAQ,2026-08-23,2587,2764,2674,756,Rs./Quintal
